customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_Score,segment
CUST020615,160,4,19700.0,4,5,5,455,Champions
CUST020616,235,3,13453.380000000001,3,3,4,334,Loyal Customers
CUST020617,219,4,22000.0,3,5,5,355,Loyal Customers
CUST020618,150,3,13574.39,4,3,4,434,Loyal Customers
CUST020619,433,3,14621.75,2,3,4,234,About to Sleep
CUST020620,199,4,17238.21,4,5,4,454,Champions
CUST020621,268,3,12340.99,3,3,4,334,Loyal Customers
CUST020622,519,4,13652.64,1,5,4,154,At Risk
CUST020623,328,4,16905.53,2,5,4,254,About to Sleep
CUST020624,235,4,14721.939999999999,3,5,4,354,Loyal Customers
CUST020625,86,4,17457.760000000002,5,5,4,554,Champions
CUST020626,338,3,16500.0,2,3,4,234,About to Sleep
CUST020627,76,4,19700.0,5,5,5,555,Champions
CUST020628,88,3,11900.0,5,3,3,533,Loyal Customers
CUST020629,110,3,11273.52,4,3,3,433,Loyal Customers
CUST020630,109,3,14836.77,4,3,4,434,Loyal Customers
CUST020631,114,3,14200.0,4,3,4,434,Loyal Customers
CUST020632,145,3,11900.0,4,3,3,433,Loyal Customers
CUST020633,130,3,14200.0,4,3,4,434,Loyal Customers
CUST020634,695,3,16500.0,1,3,4,134,Can't Lose Them
CUST020635,122,3,16500.0,4,3,4,434,Loyal Customers
CUST020636,101,4,19002.93,5,5,5,555,Champions
CUST020637,128,4,16349.39,4,5,4,454,Champions
CUST020638,68,3,14200.0,5,3,4,534,Loyal Customers
CUST020639,334,3,14038.86,2,3,4,234,About to Sleep
CUST020640,344,4,13148.8,2,5,4,254,About to Sleep
CUST020641,109,4,19416.36,4,5,5,455,Champions
CUST020642,365,3,14484.04,2,3,4,234,About to Sleep
CUST020643,111,3,12014.52,4,3,4,434,Loyal Customers
CUST020644,102,4,17400.0,5,5,4,554,Champions
CUST020645,149,4,17400.0,4,5,4,454,Champions
CUST020646,133,3,16500.0,4,3,4,434,Loyal Customers
CUST020647,108,3,12294.4,4,3,4,434,Loyal Customers
CUST020648,601,3,12256.93,1,3,4,134,Can't Lose Them
CUST020649,313,4,18009.8,3,5,4,354,Loyal Customers
CUST020650,126,3,14200.0,4,3,4,434,Loyal Customers
CUST020651,143,3,14200.0,4,3,4,434,Loyal Customers
CUST020652,182,3,14200.0,4,3,4,434,Loyal Customers
CUST020653,127,4,14420.98,4,5,4,454,Champions
CUST020654,149,3,16500.0,4,3,4,434,Loyal Customers
CUST020655,233,3,15743.7,3,3,4,334,Loyal Customers
CUST020656,136,3,14214.05,4,3,4,434,Loyal Customers
CUST020657,52,4,15100.0,5,5,4,554,Champions
CUST020658,367,3,11900.0,2,3,3,233,About to Sleep
CUST020659,157,3,14342.49,4,3,4,434,Loyal Customers
CUST020660,164,3,14981.67,4,3,4,434,Loyal Customers
CUST020661,93,3,14375.02,5,3,4,534,Loyal Customers
CUST020662,127,4,17400.0,4,5,4,454,Champions
CUST020663,173,3,16500.0,4,3,4,434,Loyal Customers
CUST020664,535,3,10691.45,1,3,3,133,Lost
CUST020665,146,4,12800.0,4,5,4,454,Champions
CUST020666,170,4,16991.23,4,5,4,454,Champions
CUST020667,107,4,17400.0,4,5,4,454,Champions
CUST020668,124,3,16500.0,4,3,4,434,Loyal Customers
CUST020669,189,4,19700.0,4,5,5,455,Champions
CUST020670,449,3,14952.92,2,3,4,234,About to Sleep
CUST020671,76,4,15100.0,5,5,4,554,Champions
CUST020672,64,3,14200.0,5,3,4,534,Loyal Customers
CUST020673,74,3,10017.73,5,3,3,533,Loyal Customers
CUST020674,64,3,11033.05,5,3,3,533,Loyal Customers
CUST020675,212,4,19700.0,3,5,5,355,Loyal Customers
CUST020676,63,3,14200.0,5,3,4,534,Loyal Customers
CUST020677,137,4,19700.0,4,5,5,455,Champions
CUST020678,122,3,16494.41,4,3,4,434,Loyal Customers
CUST020679,124,4,15487.39,4,5,4,454,Champions
CUST020680,118,3,16500.0,4,3,4,434,Loyal Customers
CUST020681,229,3,12921.05,3,3,4,334,Loyal Customers
CUST020682,421,4,17400.0,2,5,4,254,About to Sleep
CUST020683,75,3,14200.0,5,3,4,534,Loyal Customers
CUST020684,80,3,12063.49,5,3,4,534,Loyal Customers
CUST020685,128,3,11900.0,4,3,3,433,Loyal Customers
CUST020686,173,3,12489.8,4,3,4,434,Loyal Customers
CUST020687,241,4,17400.0,3,5,4,354,Loyal Customers
CUST020688,114,4,17696.45,4,5,4,454,Champions
CUST020689,151,3,16500.0,4,3,4,434,Loyal Customers
CUST020690,317,4,18431.2,3,5,5,355,Loyal Customers
CUST020691,103,3,9600.0,5,3,3,533,Loyal Customers
CUST020692,88,4,20318.25,5,5,5,555,Champions
CUST020693,685,3,11900.0,1,3,3,133,Lost
CUST020694,211,4,19360.65,3,5,5,355,Loyal Customers
CUST020695,170,3,14200.0,4,3,4,434,Loyal Customers
CUST020696,146,3,16500.0,4,3,4,434,Loyal Customers
CUST020697,194,3,15660.369999999999,4,3,4,434,Loyal Customers
CUST020698,169,4,19700.0,4,5,5,455,Champions
CUST020699,272,3,11900.0,3,3,3,333,Loyal Customers
CUST020700,533,3,15399.439999999999,1,3,4,134,Can't Lose Them
CUST020701,325,3,13329.89,3,3,4,334,Loyal Customers
CUST020702,167,3,16500.0,4,3,4,434,Loyal Customers
CUST020703,177,3,11900.0,4,3,3,433,Loyal Customers
CUST020704,459,4,12800.0,2,5,4,254,About to Sleep
CUST020705,129,4,16467.62,4,5,4,454,Champions
CUST020706,74,4,13150.33,5,5,4,554,Champions
CUST020707,185,4,18500.81,4,5,5,455,Champions
CUST020708,279,3,15760.65,3,3,4,334,Loyal Customers
CUST020709,150,4,14563.82,4,5,4,454,Champions
CUST020710,120,3,14814.97,4,3,4,434,Loyal Customers
CUST020711,257,3,16500.0,3,3,4,334,Loyal Customers
CUST020712,138,4,17400.0,4,5,4,454,Champions
CUST020713,298,4,14738.48,3,5,4,354,Loyal Customers
CUST020714,130,3,11900.0,4,3,3,433,Loyal Customers
CUST020715,156,3,11900.0,4,3,3,433,Loyal Customers
CUST020716,241,3,16500.0,3,3,4,334,Loyal Customers
CUST020717,129,3,13178.720000000001,4,3,4,434,Loyal Customers
CUST020718,354,3,11900.0,2,3,3,233,About to Sleep
CUST020719,194,3,11900.0,4,3,3,433,Loyal Customers
CUST020720,116,3,11900.0,4,3,3,433,Loyal Customers
CUST020721,186,4,20970.61,4,5,5,455,Champions
CUST020722,429,3,14200.0,2,3,4,234,About to Sleep
CUST020723,97,3,14200.0,5,3,4,534,Loyal Customers
CUST020724,56,4,17464.440000000002,5,5,4,554,Champions
CUST020725,168,4,15100.0,4,5,4,454,Champions
CUST020726,407,3,14200.0,2,3,4,234,About to Sleep
CUST020727,228,3,16500.0,3,3,4,334,Loyal Customers
CUST020728,72,4,15100.0,5,5,4,554,Champions
CUST020729,107,3,13747.42,4,3,4,434,Loyal Customers
CUST020730,80,3,16222.529999999999,5,3,4,534,Loyal Customers
CUST020731,293,3,13532.43,3,3,4,334,Loyal Customers
CUST020732,113,3,14950.09,4,3,4,434,Loyal Customers
CUST020733,164,4,15563.29,4,5,4,454,Champions
CUST020734,239,4,18298.04,3,5,5,355,Loyal Customers
CUST020735,174,3,10390.119999999999,4,3,3,433,Loyal Customers
CUST020736,81,4,19700.0,5,5,5,555,Champions
CUST020737,102,3,14200.0,5,3,4,534,Loyal Customers
CUST020738,115,3,11900.0,4,3,3,433,Loyal Customers
CUST020739,189,4,15196.02,4,5,4,454,Champions
CUST020740,329,3,10010.75,2,3,3,233,About to Sleep
CUST020741,154,4,17400.0,4,5,4,454,Champions
CUST020742,787,3,16087.3,1,3,4,134,Can't Lose Them
CUST020743,97,3,11900.0,5,3,3,533,Loyal Customers
CUST020744,159,4,15100.0,4,5,4,454,Champions
CUST020745,72,4,16595.11,5,5,4,554,Champions
CUST020746,128,3,16500.0,4,3,4,434,Loyal Customers
CUST020747,81,3,14200.0,5,3,4,534,Loyal Customers
CUST020748,111,3,16500.0,4,3,4,434,Loyal Customers
CUST020749,140,3,14200.0,4,3,4,434,Loyal Customers
CUST020750,364,4,19700.0,2,5,5,255,About to Sleep
CUST020751,514,4,22000.0,1,5,5,155,At Risk
CUST020752,111,4,19700.0,4,5,5,455,Champions
CUST020753,353,4,17426.02,2,5,4,254,About to Sleep
CUST020754,101,4,19359.42,5,5,5,555,Champions
CUST020755,91,3,11900.0,5,3,3,533,Loyal Customers
CUST020756,100,4,20234.489999999998,5,5,5,555,Champions
CUST020757,391,3,14200.0,2,3,4,234,About to Sleep
CUST020758,118,4,18464.91,4,5,5,455,Champions
CUST020759,242,4,18389.97,3,5,5,355,Loyal Customers
CUST020760,163,3,9682.34,4,3,3,433,Loyal Customers
CUST020761,167,3,11900.0,4,3,3,433,Loyal Customers
CUST020762,101,3,16500.0,5,3,4,534,Loyal Customers
CUST020763,322,3,11900.0,3,3,3,333,Loyal Customers
CUST020764,233,4,15082.29,3,5,4,354,Loyal Customers
CUST020765,79,4,15643.22,5,5,4,554,Champions
CUST020766,95,3,16500.0,5,3,4,534,Loyal Customers
CUST020767,174,3,12180.57,4,3,4,434,Loyal Customers
CUST020768,262,4,16648.93,3,5,4,354,Loyal Customers
CUST020769,356,3,16500.0,2,3,4,234,About to Sleep
CUST020770,182,3,15328.35,4,3,4,434,Loyal Customers
CUST020771,81,4,19754.9,5,5,5,555,Champions
CUST020772,84,3,11563.92,5,3,3,533,Loyal Customers
CUST020773,119,3,11103.380000000001,4,3,3,433,Loyal Customers
CUST020774,129,4,15100.0,4,5,4,454,Champions
CUST020775,90,4,21554.84,5,5,5,555,Champions
CUST020776,65,4,22000.0,5,5,5,555,Champions
CUST020777,76,4,20451.47,5,5,5,555,Champions
CUST020778,485,4,18377.21,2,5,5,255,About to Sleep
CUST020779,582,3,14200.0,1,3,4,134,Can't Lose Them
CUST020780,125,4,15100.0,4,5,4,454,Champions
CUST020781,76,4,15205.5,5,5,4,554,Champions
CUST020782,236,3,14200.0,3,3,4,334,Loyal Customers
CUST020783,203,4,17400.0,3,5,4,354,Loyal Customers
CUST020784,163,4,16919.54,4,5,4,454,Champions
CUST020785,211,4,15110.58,3,5,4,354,Loyal Customers
CUST020786,153,4,15100.0,4,5,4,454,Champions
CUST020787,449,4,19700.0,2,5,5,255,About to Sleep
CUST020788,126,3,11272.310000000001,4,3,3,433,Loyal Customers
CUST020789,105,3,13780.220000000001,4,3,4,434,Loyal Customers
CUST020790,101,3,15812.04,5,3,4,534,Loyal Customers
CUST020791,200,4,21490.56,4,5,5,455,Champions
CUST020792,237,3,12907.49,3,3,4,334,Loyal Customers
CUST020793,251,4,18558.28,3,5,5,355,Loyal Customers
CUST020794,103,4,15100.0,5,5,4,554,Champions
CUST020795,176,3,11900.0,4,3,3,433,Loyal Customers
CUST020796,98,4,17400.0,5,5,4,554,Champions
CUST020797,103,3,10730.2,5,3,3,533,Loyal Customers
CUST020798,104,4,16750.64,5,5,4,554,Champions
CUST020799,147,3,10004.79,4,3,3,433,Loyal Customers
CUST020800,315,4,14506.83,3,5,4,354,Loyal Customers
CUST020801,151,4,22000.0,4,5,5,455,Champions
CUST020802,90,4,21790.4,5,5,5,555,Champions
CUST020803,463,4,19700.0,2,5,5,255,About to Sleep
CUST020804,98,3,12934.779999999999,5,3,4,534,Loyal Customers
CUST020805,191,3,11900.0,4,3,3,433,Loyal Customers
CUST020806,190,3,13442.89,4,3,4,434,Loyal Customers
CUST020807,146,4,14746.32,4,5,4,454,Champions
CUST020808,110,4,19700.0,4,5,5,455,Champions
CUST020809,189,4,17400.0,4,5,4,454,Champions
CUST020810,379,3,16500.0,2,3,4,234,About to Sleep
CUST020811,156,3,12382.19,4,3,4,434,Loyal Customers
CUST020812,73,4,12886.85,5,5,4,554,Champions
CUST020813,152,3,12769.4,4,3,4,434,Loyal Customers
CUST020814,192,4,17400.0,4,5,4,454,Champions
CUST020815,152,3,14692.54,4,3,4,434,Loyal Customers
CUST020816,103,3,11900.0,5,3,3,533,Loyal Customers
CUST020817,116,3,14200.0,4,3,4,434,Loyal Customers
CUST020818,341,4,19267.78,2,5,5,255,About to Sleep
CUST020819,108,3,14242.24,4,3,4,434,Loyal Customers
CUST020820,139,3,14200.0,4,3,4,434,Loyal Customers
CUST020821,146,3,11900.0,4,3,3,433,Loyal Customers
CUST020822,184,4,19700.0,4,5,5,455,Champions
CUST020823,164,3,16500.0,4,3,4,434,Loyal Customers
CUST020824,270,3,13981.310000000001,3,3,4,334,Loyal Customers
CUST020825,82,4,16653.69,5,5,4,554,Champions
CUST020826,271,4,13625.59,3,5,4,354,Loyal Customers
CUST020827,160,3,14200.0,4,3,4,434,Loyal Customers
CUST020828,272,4,15100.0,3,5,4,354,Loyal Customers
CUST020829,127,3,12476.72,4,3,4,434,Loyal Customers
CUST020830,103,3,14200.0,5,3,4,534,Loyal Customers
CUST020831,367,3,14200.0,2,3,4,234,About to Sleep
CUST020832,73,3,12348.1,5,3,4,534,Loyal Customers
CUST020833,198,4,17400.0,4,5,4,454,Champions
CUST020834,372,3,11900.0,2,3,3,233,About to Sleep
CUST020835,133,4,19700.0,4,5,5,455,Champions
CUST020836,92,3,13191.55,5,3,4,534,Loyal Customers
CUST020837,116,3,11900.0,4,3,3,433,Loyal Customers
CUST020838,86,3,11900.0,5,3,3,533,Loyal Customers
CUST020839,76,3,11900.0,5,3,3,533,Loyal Customers
CUST020840,290,3,15834.54,3,3,4,334,Loyal Customers
CUST020841,181,3,12310.130000000001,4,3,4,434,Loyal Customers
CUST020842,172,4,19700.0,4,5,5,455,Champions
CUST020843,249,3,14225.34,3,3,4,334,Loyal Customers
CUST020844,296,3,13332.09,3,3,4,334,Loyal Customers
CUST020845,166,4,19700.0,4,5,5,455,Champions
CUST020846,57,3,14200.0,5,3,4,534,Loyal Customers
CUST020847,86,4,15736.09,5,5,4,554,Champions
CUST020848,219,3,16500.0,3,3,4,334,Loyal Customers
CUST020849,100,3,14200.0,5,3,4,534,Loyal Customers
CUST020850,73,3,13141.630000000001,5,3,4,534,Loyal Customers
CUST020851,221,3,16500.0,3,3,4,334,Loyal Customers
CUST020852,213,3,14200.0,3,3,4,334,Loyal Customers
CUST020853,248,3,16500.0,3,3,4,334,Loyal Customers
CUST020854,196,4,19676.05,4,5,5,455,Champions
CUST020855,111,4,16709.25,4,5,4,454,Champions
CUST020856,161,3,12041.5,4,3,4,434,Loyal Customers
CUST020857,157,4,17400.0,4,5,4,454,Champions
CUST020858,141,3,15798.36,4,3,4,434,Loyal Customers
CUST020859,112,3,16500.0,4,3,4,434,Loyal Customers
CUST020860,366,4,17323.18,2,5,4,254,About to Sleep
CUST020861,96,4,22000.0,5,5,5,555,Champions
CUST020862,89,3,11900.0,5,3,3,533,Loyal Customers
CUST020863,124,4,15195.02,4,5,4,454,Champions
CUST020864,163,3,11900.0,4,3,3,433,Loyal Customers
CUST020865,313,4,19700.0,3,5,5,355,Loyal Customers
CUST020866,82,4,19654.12,5,5,5,555,Champions
CUST020867,392,4,15749.35,2,5,4,254,About to Sleep
CUST020868,134,4,19816.67,4,5,5,455,Champions
CUST020869,77,3,14200.0,5,3,4,534,Loyal Customers
CUST020870,120,4,17027.0,4,5,4,454,Champions
CUST020871,155,4,15877.78,4,5,4,454,Champions
CUST020872,245,4,14456.939999999999,3,5,4,354,Loyal Customers
CUST020873,110,3,16464.17,4,3,4,434,Loyal Customers
CUST020874,538,3,14200.0,1,3,4,134,Can't Lose Them
CUST020875,107,4,15434.15,4,5,4,454,Champions
CUST020876,235,3,14200.0,3,3,4,334,Loyal Customers
CUST020877,432,3,14200.0,2,3,4,234,About to Sleep
CUST020878,207,4,16116.82,3,5,4,354,Loyal Customers
CUST020879,444,3,13860.01,2,3,4,234,About to Sleep
CUST020880,194,3,12272.28,4,3,4,434,Loyal Customers
CUST020881,411,4,17400.0,2,5,4,254,About to Sleep
CUST020882,101,4,15615.66,5,5,4,554,Champions
CUST020883,121,4,18757.07,4,5,5,455,Champions
CUST020884,213,3,15053.880000000001,3,3,4,334,Loyal Customers
CUST020885,133,4,17618.489999999998,4,5,4,454,Champions
CUST020886,200,4,17706.71,4,5,4,454,Champions
CUST020887,463,3,11900.0,2,3,3,233,About to Sleep
CUST020888,310,3,12488.93,3,3,4,334,Loyal Customers
CUST020889,193,3,14200.0,4,3,4,434,Loyal Customers
CUST020890,224,4,12800.0,3,5,4,354,Loyal Customers
CUST020891,95,3,11900.0,5,3,3,533,Loyal Customers
CUST020892,106,3,14200.0,4,3,4,434,Loyal Customers
CUST020893,363,3,14200.0,2,3,4,234,About to Sleep
CUST020894,154,3,12249.16,4,3,4,434,Loyal Customers
CUST020895,318,3,14200.0,3,3,4,334,Loyal Customers
CUST020896,261,4,18659.02,3,5,5,355,Loyal Customers
CUST020897,220,4,13846.21,3,5,4,354,Loyal Customers
CUST020898,184,4,20380.35,4,5,5,455,Champions
CUST020899,123,4,16231.439999999999,4,5,4,454,Champions
CUST020900,487,3,14142.970000000001,2,3,4,234,About to Sleep
CUST020901,129,4,13901.6,4,5,4,454,Champions
CUST020902,150,3,13674.46,4,3,4,434,Loyal Customers
CUST020903,314,3,11900.0,3,3,3,333,Loyal Customers
CUST020904,122,3,12905.4,4,3,4,434,Loyal Customers
CUST020905,247,4,19700.0,3,5,5,355,Loyal Customers
CUST020906,355,3,14200.0,2,3,4,234,About to Sleep
CUST020907,364,3,14808.01,2,3,4,234,About to Sleep
CUST020908,474,4,19700.0,2,5,5,255,About to Sleep
CUST020909,282,4,18469.91,3,5,5,355,Loyal Customers
CUST020910,525,3,10054.17,1,3,3,133,Lost
CUST020911,341,3,15844.67,2,3,4,234,About to Sleep
CUST020912,134,3,14543.42,4,3,4,434,Loyal Customers
CUST020913,79,3,14316.64,5,3,4,534,Loyal Customers
CUST020914,96,4,21781.34,5,5,5,555,Champions
CUST020915,443,3,16500.0,2,3,4,234,About to Sleep
CUST020916,166,3,13152.78,4,3,4,434,Loyal Customers
CUST020917,287,4,13385.84,3,5,4,354,Loyal Customers
CUST020918,175,3,14200.0,4,3,4,434,Loyal Customers
CUST020919,527,4,15147.47,1,5,4,154,At Risk
CUST020920,139,3,11024.95,4,3,3,433,Loyal Customers
CUST020921,215,4,16687.78,3,5,4,354,Loyal Customers
CUST020922,165,4,16157.64,4,5,4,454,Champions
CUST020923,252,3,16342.08,3,3,4,334,Loyal Customers
CUST020924,207,3,15299.83,3,3,4,334,Loyal Customers
CUST020925,334,3,9751.89,2,3,3,233,About to Sleep
CUST020926,584,3,14200.0,1,3,4,134,Can't Lose Them
CUST020927,109,4,22000.0,4,5,5,455,Champions
CUST020928,89,4,18615.27,5,5,5,555,Champions
CUST020929,494,3,14200.0,1,3,4,134,Can't Lose Them
CUST020930,123,4,15475.439999999999,4,5,4,454,Champions
CUST020931,179,4,21038.89,4,5,5,455,Champions
CUST020932,101,3,14200.0,5,3,4,534,Loyal Customers
CUST020933,130,4,19700.0,4,5,5,455,Champions
CUST020934,215,3,13522.240000000002,3,3,4,334,Loyal Customers
CUST020935,283,3,13956.060000000001,3,3,4,334,Loyal Customers
CUST020936,138,3,16500.0,4,3,4,434,Loyal Customers
CUST020937,174,3,14200.0,4,3,4,434,Loyal Customers
CUST020938,117,3,11900.0,4,3,3,433,Loyal Customers
CUST020939,230,4,17121.44,3,5,4,354,Loyal Customers
CUST020940,261,4,17908.96,3,5,4,354,Loyal Customers
CUST020941,90,4,19541.55,5,5,5,555,Champions
CUST020942,189,4,19700.0,4,5,5,455,Champions
CUST020943,86,3,12746.76,5,3,4,534,Loyal Customers
CUST020944,165,3,16500.0,4,3,4,434,Loyal Customers
CUST020945,224,3,11900.0,3,3,3,333,Loyal Customers
CUST020946,141,4,20095.010000000002,4,5,5,455,Champions
CUST020947,176,4,17400.0,4,5,4,454,Champions
CUST020948,160,3,11962.82,4,3,3,433,Loyal Customers
CUST020949,407,4,15100.0,2,5,4,254,About to Sleep
CUST020950,96,4,14710.720000000001,5,5,4,554,Champions
CUST020951,98,3,9967.65,5,3,3,533,Loyal Customers
CUST020952,295,4,19700.0,3,5,5,355,Loyal Customers
CUST020953,99,4,19732.16,5,5,5,555,Champions
CUST020954,123,4,17400.0,4,5,4,454,Champions
CUST020955,97,4,16103.43,5,5,4,554,Champions
CUST020956,183,4,17574.059999999998,4,5,4,454,Champions
CUST020957,146,4,19627.15,4,5,5,455,Champions
CUST020958,175,3,14515.06,4,3,4,434,Loyal Customers
CUST020959,123,4,17118.41,4,5,4,454,Champions
CUST020960,194,4,20212.94,4,5,5,455,Champions
CUST020961,69,3,14200.0,5,3,4,534,Loyal Customers
CUST020962,107,3,9643.71,4,3,3,433,Loyal Customers
CUST020963,351,4,17400.0,2,5,4,254,About to Sleep
CUST020964,124,3,15603.23,4,3,4,434,Loyal Customers
CUST020965,160,4,19700.0,4,5,5,455,Champions
CUST020966,315,3,11900.0,3,3,3,333,Loyal Customers
CUST020967,76,3,14200.0,5,3,4,534,Loyal Customers
CUST020968,116,3,14479.91,4,3,4,434,Loyal Customers
CUST020969,169,4,19700.0,4,5,5,455,Champions
CUST020970,108,3,10627.279999999999,4,3,3,433,Loyal Customers
CUST020971,108,4,17400.0,4,5,4,454,Champions
CUST020972,91,4,19765.27,5,5,5,555,Champions
CUST020973,163,4,15100.0,4,5,4,454,Champions
CUST020974,283,3,14200.0,3,3,4,334,Loyal Customers
CUST020975,89,3,14200.0,5,3,4,534,Loyal Customers
CUST020976,261,4,14130.51,3,5,4,354,Loyal Customers
CUST020977,132,3,14641.3,4,3,4,434,Loyal Customers
CUST020978,539,3,16500.0,1,3,4,134,Can't Lose Them
CUST020979,80,3,14330.14,5,3,4,534,Loyal Customers
CUST020980,179,4,18262.17,4,5,4,454,Champions
CUST020981,142,3,10446.369999999999,4,3,3,433,Loyal Customers
CUST020982,238,3,9873.59,3,3,3,333,Loyal Customers
CUST020983,338,3,16331.26,2,3,4,234,About to Sleep
CUST020984,82,3,15104.779999999999,5,3,4,534,Loyal Customers
CUST020985,97,4,20945.96,5,5,5,555,Champions
CUST020986,127,3,13184.6,4,3,4,434,Loyal Customers
CUST020987,307,3,11900.0,3,3,3,333,Loyal Customers
CUST020988,201,3,12223.1,4,3,4,434,Loyal Customers
CUST020989,412,4,17885.71,2,5,4,254,About to Sleep
CUST020990,196,4,18969.91,4,5,5,455,Champions
CUST020991,94,4,16494.56,5,5,4,554,Champions
CUST020992,166,4,17992.16,4,5,4,454,Champions
CUST020993,172,3,14200.0,4,3,4,434,Loyal Customers
CUST020994,192,4,19700.0,4,5,5,455,Champions
CUST020995,132,3,14200.0,4,3,4,434,Loyal Customers
CUST020996,190,4,22000.0,4,5,5,455,Champions
CUST020997,128,3,11900.0,4,3,3,433,Loyal Customers
CUST020998,164,3,11900.0,4,3,3,433,Loyal Customers
CUST020999,178,4,17400.0,4,5,4,454,Champions
CUST021000,187,4,19519.010000000002,4,5,5,455,Champions
CUST021001,181,4,19700.0,4,5,5,455,Champions
CUST021002,84,3,15757.8,5,3,4,534,Loyal Customers
CUST021003,118,3,11900.0,4,3,3,433,Loyal Customers
CUST021004,236,3,11900.0,3,3,3,333,Loyal Customers
CUST021005,164,4,18834.31,4,5,5,455,Champions
CUST021006,140,3,14200.0,4,3,4,434,Loyal Customers
CUST021007,328,4,19822.62,2,5,5,255,About to Sleep
CUST021008,111,4,16184.83,4,5,4,454,Champions
CUST021009,119,3,14200.0,4,3,4,434,Loyal Customers
CUST021010,105,4,16050.36,4,5,4,454,Champions
CUST021011,232,3,11900.0,3,3,3,333,Loyal Customers
CUST021012,356,3,10977.66,2,3,3,233,About to Sleep
CUST021013,141,3,9600.0,4,3,3,433,Loyal Customers
CUST021014,202,4,19351.15,4,5,5,455,Champions
CUST021015,258,4,19700.0,3,5,5,355,Loyal Customers
CUST021016,161,3,16500.0,4,3,4,434,Loyal Customers
CUST021017,495,3,12524.73,1,3,4,134,Can't Lose Them
CUST021018,107,3,14566.23,4,3,4,434,Loyal Customers
CUST021019,114,4,15100.0,4,5,4,454,Champions
CUST021020,104,4,21417.33,5,5,5,555,Champions
CUST021021,341,3,13286.61,2,3,4,234,About to Sleep
CUST021022,160,3,16500.0,4,3,4,434,Loyal Customers
CUST021023,96,4,14493.43,5,5,4,554,Champions
CUST021024,95,4,19700.0,5,5,5,555,Champions
CUST021025,331,3,14200.0,2,3,4,234,About to Sleep
CUST021026,175,4,17375.79,4,5,4,454,Champions
CUST021027,188,3,16500.0,4,3,4,434,Loyal Customers
CUST021028,156,3,14743.36,4,3,4,434,Loyal Customers
CUST021029,620,3,10610.15,1,3,3,133,Lost
CUST021030,124,4,17400.0,4,5,4,454,Champions
CUST021031,167,3,15212.59,4,3,4,434,Loyal Customers
CUST021032,322,3,14200.0,3,3,4,334,Loyal Customers
CUST021033,210,4,20641.989999999998,3,5,5,355,Loyal Customers
CUST021034,495,4,19700.0,1,5,5,155,At Risk
CUST021035,334,3,12595.44,2,3,4,234,About to Sleep
CUST021036,353,3,14347.52,2,3,4,234,About to Sleep
CUST021037,124,4,17400.0,4,5,4,454,Champions
CUST021038,153,4,19700.0,4,5,5,455,Champions
CUST021039,129,4,17400.0,4,5,4,454,Champions
CUST021040,204,3,10590.98,3,3,3,333,Loyal Customers
CUST021041,259,3,14200.0,3,3,4,334,Loyal Customers
CUST021042,151,4,20800.75,4,5,5,455,Champions
CUST021043,162,3,15817.5,4,3,4,434,Loyal Customers
CUST021044,89,4,18323.82,5,5,5,555,Champions
CUST021045,114,4,17400.0,4,5,4,454,Champions
CUST021046,165,3,14200.0,4,3,4,434,Loyal Customers
CUST021047,702,3,15392.11,1,3,4,134,Can't Lose Them
CUST021048,100,4,17400.0,5,5,4,554,Champions
CUST021049,107,3,14200.0,4,3,4,434,Loyal Customers
CUST021050,66,3,12601.52,5,3,4,534,Loyal Customers
CUST021051,389,4,21941.63,2,5,5,255,About to Sleep
CUST021052,113,3,13147.89,4,3,4,434,Loyal Customers
CUST021053,516,3,11900.0,1,3,3,133,Lost
CUST021054,236,3,16462.9,3,3,4,334,Loyal Customers
CUST021055,219,4,15100.0,3,5,4,354,Loyal Customers
CUST021056,127,3,13157.71,4,3,4,434,Loyal Customers
CUST021057,205,3,16003.36,3,3,4,334,Loyal Customers
CUST021058,331,3,12452.66,2,3,4,234,About to Sleep
CUST021059,190,4,19700.0,4,5,5,455,Champions
CUST021060,110,4,19700.0,4,5,5,455,Champions
CUST021061,138,3,10785.14,4,3,3,433,Loyal Customers
CUST021062,187,4,15100.0,4,5,4,454,Champions
CUST021063,127,3,15572.68,4,3,4,434,Loyal Customers
CUST021064,93,4,17869.86,5,5,4,554,Champions
CUST021065,394,3,14200.0,2,3,4,234,About to Sleep
CUST021066,108,4,18997.17,4,5,5,455,Champions
CUST021067,147,4,16582.11,4,5,4,454,Champions
CUST021068,183,3,13170.0,4,3,4,434,Loyal Customers
CUST021069,414,4,19700.0,2,5,5,255,About to Sleep
CUST021070,381,3,12493.98,2,3,4,234,About to Sleep
CUST021071,86,3,13576.34,5,3,4,534,Loyal Customers
CUST021072,355,4,19700.0,2,5,5,255,About to Sleep
CUST021073,149,3,16500.0,4,3,4,434,Loyal Customers
CUST021074,158,4,18375.79,4,5,5,455,Champions
CUST021075,173,3,14200.0,4,3,4,434,Loyal Customers
CUST021076,386,3,16357.33,2,3,4,234,About to Sleep
CUST021077,84,3,15480.74,5,3,4,534,Loyal Customers
CUST021078,84,4,17910.98,5,5,4,554,Champions
CUST021079,118,4,17909.489999999998,4,5,4,454,Champions
CUST021080,453,3,16500.0,2,3,4,234,About to Sleep
CUST021081,149,3,9600.0,4,3,3,433,Loyal Customers
CUST021082,264,3,11900.0,3,3,3,333,Loyal Customers
